dcls_month,fin_co_no,fin_prdt_cd,intr_rate_type,intr_rate_type_nm,save_trm,intr_rate,intr_rate2,rsrv_type,rsrv_type_nm
202410,0010533,310005,S,단리,12,3.0,3.0,S,정액적립식
202410,0010533,310005,S,단리,24,3.2,3.2,S,정액적립식
202410,0010533,310005,S,단리,36,3.2,3.2,S,정액적립식
202410,0010533,38,M,복리,6,2.0,2.0,F,자유적립식
202410,0010533,38,M,복리,12,1.8,1.8,F,자유적립식
202410,0010533,38,M,복리,24,1.8,1.8,F,자유적립식
202410,0010533,38,M,복리,36,1.8,1.8,F,자유적립식
202410,0010534,WR0001B,S,단리,36,3.2,3.2,S,정액적립식
202410,0010534,WR0001B,S,단리,24,3.1,3.1,S,정액적립식
202410,0010534,WR0001B,S,단리,12,3.0,3.0,S,정액적립식
202410,0010534,WR0001B,S,단리,6,2.5,2.5,S,정액적립식
202410,0010534,WR0001K,S,단리,6,2.5,2.5,S,정액적립식
202410,0010534,WR0001K,S,단리,12,3.0,3.0,S,정액적립식
202410,0010534,WR0001K,S,단리,24,3.1,3.1,S,정액적립식
202410,0010534,WR0001K,S,단리,36,3.2,3.2,S,정액적립식
202410,0010534,WR0001N,S,단리,6,2.5,2.5,S,정액적립식
202410,0010534,WR0001N,S,단리,12,3.0,3.0,S,정액적립식
202410,0010534,WR0001N,S,단리,24,3.1,3.1,S,정액적립식
202410,0010534,WR0001N,S,단리,36,3.2,3.2,S,정액적립식
202410,0010537,310001,S,단리,6,3.2,3.2,S,정액적립식
202410,0010537,310001,S,단리,12,4.0,4.0,S,정액적립식
202410,0010537,310001,S,단리,24,3.8,3.8,S,정액적립식
202410,0010537,310001,S,단리,36,3.5,3.5,S,정액적립식
202410,0010537,310003,S,단리,36,2.0,2.0,F,자유적립식
202410,0010537,310003,S,단리,24,2.0,2.0,F,자유적립식
202410,0010537,310003,S,단리,12,3.0,3.0,F,자유적립식
202410,0010537,310003,S,단리,6,2.5,2.5,F,자유적립식
202410,0010537,310005,S,단리,6,3.2,3.2,S,정액적립식
202410,0010537,310005,S,단리,12,4.0,4.0,S,정액적립식
202410,0010537,310005,S,단리,24,3.8,3.8,S,정액적립식
202410,0010537,310005,S,단리,36,3.5,3.5,S,정액적립식
202410,0010537,310006,S,단리,36,2.0,2.0,F,자유적립식
202410,0010537,310006,S,단리,24,2.0,2.0,F,자유적립식
202410,0010537,310006,S,단리,12,3.0,3.0,F,자유적립식
202410,0010537,310006,S,단리,6,2.5,2.5,F,자유적립식
202410,0010537,310030,S,단리,6,3.2,3.2,S,정액적립식
202410,0010537,310030,S,단리,12,4.0,4.0,S,정액적립식
202410,0010537,310030,S,단리,24,3.8,3.8,S,정액적립식
202410,0010537,310030,S,단리,36,3.5,3.5,S,정액적립식
202410,0010537,310041,S,단리,12,3.9,3.9,S,정액적립식
202410,0010537,310041,S,단리,12,3.9,3.9,F,자유적립식
202410,0010537,310041,M,복리,12,3.9,3.9,S,정액적립식
202410,0010537,310041,M,복리,12,3.9,3.9,F,자유적립식
202410,0010537,310042,M,복리,24,5.0,5.0,F,자유적립식
202410,0010537,310042,M,복리,24,5.0,5.0,S,정액적립식
202410,0010537,310042,S,단리,24,5.0,5.0,F,자유적립식
202410,0010537,310042,S,단리,24,5.0,5.0,S,정액적립식
202410,0010537,311098,S,단리,6,3.2,3.2,S,정액적립식
202410,0010537,311098,S,단리,12,4.0,4.0,S,정액적립식
202410,0010537,311098,S,단리,24,3.8,3.8,S,정액적립식
202410,0010537,311098,S,단리,36,3.5,3.5,S,정액적립식
202410,0010537,311099,S,단리,6,2.5,2.5,F,자유적립식
202410,0010537,311099,S,단리,12,3.0,3.0,F,자유적립식
202410,0010537,311099,S,단리,24,2.0,2.0,F,자유적립식
202410,0010537,311099,S,단리,36,2.0,2.0,F,자유적립식
202410,0010550,310006,S,단리,6,1.7,1.7,S,정액적립식
202410,0010550,310006,S,단리,12,3.8,3.8,S,정액적립식
202410,0010550,310006,S,단리,24,3.0,3.0,S,정액적립식
202410,0010550,310006,S,단리,36,3.0,3.0,S,정액적립식
202410,0010551,310012,S,단리,36,3.0,3.0,S,정액적립식
202410,0010551,310012,S,단리,24,3.5,3.5,S,정액적립식
202410,0010551,310012,S,단리,12,4.0,4.0,S,정액적립식
202410,0010551,310012,S,단리,6,2.5,2.5,S,정액적립식
202410,0010551,310018,S,단리,6,2.5,2.5,S,정액적립식
202410,0010551,310018,S,단리,12,4.0,4.0,S,정액적립식
202410,0010551,310018,S,단리,24,3.5,3.5,S,정액적립식
202410,0010551,310018,S,단리,36,3.0,3.0,S,정액적립식
202410,0010551,310020,S,단리,6,2.5,2.5,S,정액적립식
202410,0010551,310020,S,단리,12,4.0,4.0,S,정액적립식
202410,0010551,310020,S,단리,24,3.5,3.5,S,정액적립식
202410,0010551,310020,S,단리,36,3.0,3.0,S,정액적립식
202410,0010553,310003,M,복리,36,3.0,3.0,F,자유적립식
202410,0010553,310003,M,복리,24,3.0,3.0,F,자유적립식
202410,0010553,310003,M,복리,12,3.0,3.0,F,자유적립식
202410,0010553,310003,M,복리,36,3.0,3.0,S,정액적립식
202410,0010553,310003,M,복리,24,3.0,3.0,S,정액적립식
202410,0010553,310003,M,복리,12,3.0,3.0,S,정액적립식
202410,0010553,310003,S,단리,36,3.0,3.0,F,자유적립식
202410,0010553,310003,S,단리,24,3.0,3.0,F,자유적립식
202410,0010553,310003,S,단리,12,3.0,3.0,F,자유적립식
202410,0010553,310003,S,단리,36,3.0,3.0,S,정액적립식
202410,0010553,310003,S,단리,24,3.0,3.0,S,정액적립식
202410,0010553,310003,S,단리,12,3.0,3.0,S,정액적립식
202410,0010556,310003,S,단리,6,1.6,1.6,S,정액적립식
202410,0010556,310003,S,단리,12,1.6,1.6,S,정액적립식
202410,0010556,310003,S,단리,24,1.7,1.7,S,정액적립식
202410,0010556,310003,S,단리,36,1.8,1.8,S,정액적립식
202410,0010556,310008,M,복리,36,1.8,1.8,S,정액적립식
202410,0010556,310008,M,복리,24,1.7,1.7,S,정액적립식
202410,0010556,310008,M,복리,12,1.6,1.6,S,정액적립식
202410,0010556,310008,M,복리,6,1.6,1.6,S,정액적립식
202410,0010556,310008,S,단리,36,1.8,1.8,S,정액적립식
202410,0010556,310008,S,단리,24,1.7,1.7,S,정액적립식
202410,0010556,310008,S,단리,12,1.6,1.6,S,정액적립식
202410,0010556,310008,S,단리,6,1.6,1.6,S,정액적립식
202410,0010556,310009,M,복리,36,1.8,1.8,S,정액적립식
202410,0010556,310009,M,복리,24,1.7,1.7,S,정액적립식
202410,0010556,310009,M,복리,12,1.6,1.6,S,정액적립식
202410,0010556,310009,M,복리,6,1.6,1.6,S,정액적립식
202410,0010556,310009,S,단리,36,1.8,1.8,S,정액적립식
202410,0010556,310009,S,단리,24,1.7,1.7,S,정액적립식
202410,0010556,310009,S,단리,12,1.6,1.6,S,정액적립식
202410,0010556,310009,S,단리,6,1.6,1.6,S,정액적립식
202410,0010560,C614004,S,단리,6,3.0,3.0,S,정액적립식
202410,0010560,C614004,S,단리,12,4.0,4.0,S,정액적립식
202410,0010560,C614004,S,단리,24,3.8,3.8,S,정액적립식
202410,0010560,C614005,S,단리,24,3.8,3.8,S,정액적립식
202410,0010560,C614005,S,단리,12,4.0,4.0,S,정액적립식
202410,0010560,C614005,S,단리,6,3.0,3.0,S,정액적립식
202410,0010560,C614006,S,단리,6,3.0,3.0,S,정액적립식
202410,0010560,C614006,S,단리,12,4.0,4.0,S,정액적립식
202410,0010560,C614006,S,단리,24,3.8,3.8,S,정액적립식
202410,0010562,310003,M,복리,36,3.5,3.5,S,정액적립식
202410,0010562,310003,M,복리,24,3.5,3.5,S,정액적립식
202410,0010562,310003,M,복리,12,3.7,3.7,S,정액적립식
202410,0010562,310003,M,복리,6,1.6,1.6,S,정액적립식
202410,0010562,310003,S,단리,36,3.5,3.5,S,정액적립식
202410,0010562,310003,S,단리,24,3.5,3.5,S,정액적립식
202410,0010562,310003,S,단리,12,3.7,3.7,S,정액적립식
202410,0010562,310003,S,단리,6,1.6,1.6,S,정액적립식
202410,0010562,310004,S,단리,6,1.6,1.6,S,정액적립식
202410,0010562,310004,S,단리,12,3.7,3.7,S,정액적립식
202410,0010562,310004,S,단리,24,3.5,3.5,S,정액적립식
202410,0010562,310004,S,단리,36,3.5,3.5,S,정액적립식
202410,0010562,310004,M,복리,6,1.6,1.6,S,정액적립식
202410,0010562,310004,M,복리,12,3.7,3.7,S,정액적립식
202410,0010562,310004,M,복리,24,3.5,3.5,S,정액적립식
202410,0010562,310004,M,복리,36,3.5,3.5,S,정액적립식
202410,0010568,310001,S,단리,36,1.1,1.1,F,자유적립식
202410,0010568,310001,S,단리,24,1.1,1.1,F,자유적립식
202410,0010568,310001,S,단리,12,1.2,1.2,F,자유적립식
202410,0010568,310001,S,단리,6,0.7,0.7,F,자유적립식
202410,0010568,310001,S,단리,36,1.0,1.0,S,정액적립식
202410,0010568,310001,S,단리,24,1.0,1.0,S,정액적립식
202410,0010568,310001,S,단리,12,1.0,1.0,S,정액적립식
202410,0010569,310005,S,단리,36,3.0,3.0,S,정액적립식
202410,0010569,310005,S,단리,24,3.0,3.0,S,정액적립식
202410,0010569,310005,S,단리,12,3.0,3.0,S,정액적립식
202410,0010569,310005,S,단리,6,2.5,2.5,S,정액적립식
202410,0010569,310005,S,단리,3,2.5,2.5,S,정액적립식
202410,0010569,310005,S,단리,1,2.5,2.5,S,정액적립식
202410,0010569,310006,S,단리,1,2.5,2.5,S,정액적립식
202410,0010569,310006,S,단리,3,2.5,2.5,S,정액적립식
202410,0010569,310006,S,단리,6,2.5,2.5,S,정액적립식
202410,0010569,310006,S,단리,12,3.0,3.0,S,정액적립식
202410,0010569,310006,S,단리,24,3.0,3.0,S,정액적립식
202410,0010569,310006,S,단리,36,3.0,3.0,S,정액적립식
202410,0010572,310009,S,단리,36,2.7,2.7,F,자유적립식
202410,0010572,310009,S,단리,24,2.6,2.6,F,자유적립식
202410,0010572,310009,S,단리,12,3.3,3.3,F,자유적립식
202410,0010572,310009,S,단리,6,2.4,2.4,F,자유적립식
202410,0010572,310010,S,단리,6,2.5,2.5,S,정액적립식
202410,0010572,310010,S,단리,12,3.4,3.4,S,정액적립식
202410,0010572,310010,S,단리,24,2.7,2.7,S,정액적립식
202410,0010572,310010,S,단리,36,2.8,2.8,S,정액적립식
202410,0010574,310004,M,복리,36,4.4,4.4,S,정액적립식
202410,0010574,310004,M,복리,24,4.4,4.4,S,정액적립식
202410,0010574,310004,M,복리,12,4.4,4.4,S,정액적립식
202410,0010574,310004,M,복리,6,3.0,3.0,S,정액적립식
202410,0010574,310004,S,단리,36,4.4,4.4,S,정액적립식
202410,0010574,310004,S,단리,24,4.4,4.4,S,정액적립식
202410,0010574,310004,S,단리,12,4.4,4.4,S,정액적립식
202410,0010574,310004,S,단리,6,3.0,3.0,S,정액적립식
202410,0010574,310005,M,복리,36,4.0,4.0,S,정액적립식
202410,0010574,310005,M,복리,24,4.0,4.0,S,정액적립식
202410,0010574,310005,M,복리,12,4.0,4.0,S,정액적립식
202410,0010574,310005,M,복리,6,3.0,3.0,S,정액적립식
202410,0010574,310005,S,단리,36,4.0,4.0,S,정액적립식
202410,0010574,310005,S,단리,24,4.0,4.0,S,정액적립식
202410,0010574,310005,S,단리,12,4.0,4.0,S,정액적립식
202410,0010574,310005,S,단리,6,3.0,3.0,S,정액적립식
202410,0010575,JH0001B,S,단리,3,2.0,2.0,S,정액적립식
202410,0010575,JH0001B,S,단리,1,2.0,2.0,S,정액적립식
202410,0010575,JH0001B,S,단리,36,3.5,3.5,S,정액적립식
202410,0010575,JH0001B,S,단리,24,4.2,4.2,S,정액적립식
202410,0010575,JH0001B,S,단리,12,4.2,4.2,S,정액적립식
202410,0010575,JH0001B,S,단리,6,2.0,2.0,S,정액적립식
202410,0010575,JH0001C,S,단리,6,2.0,2.0,S,정액적립식
202410,0010575,JH0001C,S,단리,12,2.5,2.5,S,정액적립식
202410,0010575,JH0001C,S,단리,24,2.5,2.5,S,정액적립식
202410,0010575,JH0001C,S,단리,36,2.5,2.5,S,정액적립식
202410,0010575,JH0001C,M,복리,6,2.0,2.0,S,정액적립식
202410,0010575,JH0001C,M,복리,12,2.5,2.5,S,정액적립식
202410,0010575,JH0001C,M,복리,24,2.5,2.5,S,정액적립식
202410,0010575,JH0001C,M,복리,36,2.5,2.5,S,정액적립식
202410,0010575,JH0002D,S,단리,6,2.0,2.0,S,정액적립식
202410,0010575,JH0002D,S,단리,12,4.0,4.0,S,정액적립식
202410,0010575,JH0002D,S,단리,24,4.0,4.0,S,정액적립식
202410,0010575,JH0002D,S,단리,36,3.5,3.5,S,정액적립식
202410,0010576,240001,M,복리,24,1.5,1.5,F,자유적립식
202410,0010576,240001,M,복리,12,1.3,1.3,F,자유적립식
202410,0010576,240001,M,복리,6,0.8,0.8,F,자유적립식
202410,0010576,240001,M,복리,24,2.5,2.5,S,정액적립식
202410,0010576,240001,M,복리,12,2.3,2.3,S,정액적립식
202410,0010576,240001,M,복리,6,1.8,1.8,S,정액적립식
202410,0010576,240001,S,단리,24,1.5,1.5,F,자유적립식
202410,0010576,240001,S,단리,12,1.3,1.3,F,자유적립식
202410,0010576,240001,S,단리,6,0.8,0.8,F,자유적립식
202410,0010576,240001,S,단리,24,2.44,2.44,S,정액적립식
202410,0010576,240001,S,단리,12,2.27,2.27,S,정액적립식
202410,0010576,240001,S,단리,6,1.79,1.79,S,정액적립식
202410,0010576,310007,S,단리,36,4.0,4.0,S,정액적립식
202410,0010576,310007,S,단리,24,3.9,3.9,S,정액적립식
202410,0010576,310007,S,단리,12,3.8,3.8,S,정액적립식
202410,0010576,310009,S,단리,12,3.8,3.8,S,정액적립식
202410,0010576,310009,S,단리,24,3.9,3.9,S,정액적립식
202410,0010576,310009,S,단리,36,4.0,4.0,S,정액적립식
202410,0010576,310010,S,단리,12,3.5,3.5,F,자유적립식
202410,0010576,310010,S,단리,24,4.0,4.0,F,자유적립식
202410,0010576,310014,S,단리,12,3.8,3.8,S,정액적립식
202410,0010576,310014,S,단리,24,3.9,3.9,S,정액적립식
202410,0010576,310014,S,단리,36,4.0,4.0,S,정액적립식
202410,0010576,310015,S,단리,36,4.0,4.0,S,정액적립식
202410,0010576,310015,S,단리,24,3.9,3.9,S,정액적립식
202410,0010576,310015,S,단리,12,3.8,3.8,S,정액적립식
202410,0010576,310016,S,단리,12,3.8,3.8,S,정액적립식
202410,0010576,310016,S,단리,24,3.9,3.9,S,정액적립식
202410,0010576,310016,S,단리,36,4.0,4.0,S,정액적립식
202410,0011551,310001,S,단리,6,2.2,2.2,S,정액적립식
202410,0011551,310001,S,단리,12,3.5,3.5,S,정액적립식
202410,0011551,310001,S,단리,24,3.3,3.3,S,정액적립식
202410,0011551,310001,S,단리,36,3.0,3.0,S,정액적립식
202410,0011551,310004,S,단리,12,3.6,3.6,S,정액적립식
202410,0011551,310004,S,단리,24,3.4,3.4,S,정액적립식
202410,0011551,310004,S,단리,36,3.4,3.4,S,정액적립식
202410,0011551,310005,S,단리,12,3.7,3.7,S,정액적립식
202410,0011551,310005,S,단리,24,3.5,3.5,S,정액적립식
202410,0011551,310005,S,단리,36,3.5,3.5,S,정액적립식
202410,0011551,310012,S,단리,36,2.2,2.2,S,정액적립식
202410,0011551,310012,S,단리,24,2.7,2.7,S,정액적립식
202410,0011551,310012,S,단리,12,3.2,3.2,S,정액적립식
202410,0011551,310013,S,단리,6,2.2,2.2,S,정액적립식
202410,0011551,310013,S,단리,12,3.5,3.5,S,정액적립식
202410,0011551,310013,S,단리,24,3.3,3.3,S,정액적립식
202410,0011551,310013,S,단리,36,3.0,3.0,S,정액적립식
202410,0011767,310010,S,단리,6,2.0,2.0,S,정액적립식
202410,0011767,310010,S,단리,12,2.2,2.2,S,정액적립식
202410,0011767,310010,S,단리,24,2.3,2.3,S,정액적립식
202410,0011767,310010,S,단리,36,2.3,2.3,S,정액적립식
202410,0012120,310001,M,복리,36,3.35,3.35,S,정액적립식
202410,0012120,310001,M,복리,24,3.4,3.4,S,정액적립식
202410,0012120,310001,M,복리,12,3.5,3.5,S,정액적립식
202410,0012120,310001,M,복리,6,2.7,2.7,S,정액적립식
202410,0012120,310001,S,단리,36,3.35,3.35,S,정액적립식
202410,0012120,310001,S,단리,24,3.4,3.4,S,정액적립식
202410,0012120,310001,S,단리,12,3.5,3.5,S,정액적립식
202410,0012120,310001,S,단리,6,2.7,2.7,S,정액적립식
202410,0012120,310008,S,단리,6,2.7,2.7,S,정액적립식
202410,0012120,310008,S,단리,12,3.5,3.5,S,정액적립식
202410,0012120,310008,S,단리,24,3.4,3.4,S,정액적립식
202410,0012120,310008,S,단리,36,3.35,3.35,S,정액적립식
202410,0012120,310008,M,복리,6,2.7,2.7,S,정액적립식
202410,0012120,310008,M,복리,12,3.5,3.5,S,정액적립식
202410,0012120,310008,M,복리,24,3.4,3.4,S,정액적립식
202410,0012120,310008,M,복리,36,3.35,3.35,S,정액적립식
202410,0012120,310013,S,단리,36,3.7,3.7,F,자유적립식
202410,0012120,310013,S,단리,24,3.7,3.7,F,자유적립식
202410,0012120,310013,S,단리,12,3.7,3.7,F,자유적립식
202410,0012120,310013,S,단리,6,2.1,2.1,F,자유적립식
202410,0012120,310015,S,단리,6,2.1,2.1,F,자유적립식
202410,0012120,310015,S,단리,12,3.7,3.7,F,자유적립식
202410,0012120,310015,S,단리,24,3.7,3.7,F,자유적립식
202410,0012120,310015,S,단리,36,3.7,3.7,F,자유적립식
202410,0012711,31001,S,단리,6,3.7,3.8,S,정액적립식
202410,0012711,31001,S,단리,12,4.1,4.2,S,정액적립식
202410,0012711,31001,S,단리,24,4.2,4.3,S,정액적립식
202410,0012711,31001,S,단리,36,4.2,4.3,S,정액적립식
202410,0012711,31501,S,단리,6,3.8,3.8,S,정액적립식
202410,0012711,31501,S,단리,12,4.2,4.2,S,정액적립식
202410,0012711,31501,S,단리,24,4.3,4.3,S,정액적립식
202410,0012711,31501,S,단리,36,4.3,4.3,S,정액적립식
202410,0012711,31535,S,단리,24,3.0,3.1,S,정액적립식
202410,0012711,31535,S,단리,12,2.9,3.0,S,정액적립식
202410,0012840,JJ05,S,단리,12,4.1,4.1,S,정액적립식
202410,0012840,JJ05,S,단리,24,4.1,4.1,S,정액적립식
202410,0012840,JJ05,S,단리,36,4.1,4.1,S,정액적립식
202410,0012840,JJ09,S,단리,12,4.0,4.0,S,정액적립식
202410,0012840,JJ09,S,단리,24,4.0,4.0,S,정액적립식
202410,0012840,JJ09,S,단리,36,4.0,4.0,S,정액적립식
202410,0012840,JJ10,S,단리,12,2.75,2.75,F,자유적립식
202410,0012840,JJ10,S,단리,24,2.9,2.9,F,자유적립식
202410,0012840,JJ10,S,단리,36,2.9,2.9,F,자유적립식
202410,0012889,310040,M,복리,36,3.2,3.2,S,정액적립식
202410,0012889,310040,M,복리,24,4.0,4.0,S,정액적립식
202410,0012889,310040,M,복리,12,4.0,4.0,S,정액적립식
202410,0012889,310040,M,복리,6,2.5,2.5,S,정액적립식
202410,0012889,310040,S,단리,36,3.2,3.2,S,정액적립식
202410,0012889,310040,S,단리,24,4.0,4.0,S,정액적립식
202410,0012889,310040,S,단리,12,4.0,4.0,S,정액적립식
202410,0012889,310040,S,단리,6,2.5,2.5,S,정액적립식
202410,0012889,310041,S,단리,6,2.5,2.5,S,정액적립식
202410,0012889,310041,S,단리,12,4.1,4.1,S,정액적립식
202410,0012889,310041,S,단리,24,4.1,4.1,S,정액적립식
202410,0012889,310041,S,단리,36,3.3,3.3,S,정액적립식
202410,0012889,310041,M,복리,6,2.5,2.5,S,정액적립식
202410,0012889,310041,M,복리,12,4.1,4.1,S,정액적립식
202410,0012889,310041,M,복리,24,4.1,4.1,S,정액적립식
202410,0012889,310041,M,복리,36,3.3,3.3,S,정액적립식
202410,0012889,310042,M,복리,36,3.3,3.3,S,정액적립식
202410,0012889,310042,M,복리,24,4.1,4.1,S,정액적립식
202410,0012889,310042,M,복리,12,4.1,4.1,S,정액적립식
202410,0012889,310042,M,복리,6,2.5,2.5,S,정액적립식
202410,0012889,310042,S,단리,36,3.3,3.3,S,정액적립식
202410,0012889,310042,S,단리,24,4.1,4.1,S,정액적립식
202410,0012889,310042,S,단리,12,4.1,4.1,S,정액적립식
202410,0012889,310042,S,단리,6,2.5,2.5,S,정액적립식
202410,0013002,BNK1002,S,단리,6,2.8,2.8,S,정액적립식
202410,0013002,BNK1002,S,단리,12,3.3,3.3,S,정액적립식
202410,0013002,BNK1002,S,단리,24,3.4,3.4,S,정액적립식
202410,0013002,BNK1002,S,단리,36,3.5,3.5,S,정액적립식
202410,0013002,BNK1002,M,복리,6,2.8,2.8,S,정액적립식
202410,0013002,BNK1002,M,복리,12,3.3,3.3,S,정액적립식
202410,0013002,BNK1002,M,복리,24,3.4,3.4,S,정액적립식
202410,0013002,BNK1002,M,복리,36,3.5,3.5,S,정액적립식
202410,0013127,310002,M,복리,36,3.6,3.8,S,정액적립식
202410,0013127,310002,M,복리,24,3.6,3.8,S,정액적립식
202410,0013127,310002,M,복리,12,3.6,3.8,S,정액적립식
202410,0013127,310002,S,단리,36,3.6,3.8,S,정액적립식
202410,0013127,310002,S,단리,24,3.6,3.8,S,정액적립식
202410,0013127,310002,S,단리,12,3.6,3.8,S,정액적립식
202410,0013127,310003,S,단리,12,3.7,3.8,S,정액적립식
202410,0013127,310003,S,단리,24,3.7,3.8,S,정액적립식
202410,0013127,310003,S,단리,36,3.7,3.8,S,정액적립식
202410,0013127,310003,M,복리,12,3.7,3.8,S,정액적립식
202410,0013127,310003,M,복리,24,3.7,3.8,S,정액적립식
202410,0013127,310003,M,복리,36,3.7,3.8,S,정액적립식
202410,0013127,310004,M,복리,36,3.2,3.4,S,정액적립식
202410,0013127,310004,M,복리,24,3.1,3.3,S,정액적립식
202410,0013127,310004,M,복리,12,3.0,3.2,S,정액적립식
202410,0013127,310004,S,단리,36,3.2,3.4,S,정액적립식
202410,0013127,310004,S,단리,24,3.1,3.3,S,정액적립식
202410,0013127,310004,S,단리,12,3.0,3.2,S,정액적립식
202410,0013127,310005,S,단리,12,3.1,3.2,S,정액적립식
202410,0013127,310005,S,단리,24,3.2,3.3,S,정액적립식
